source,target
Regine - imagining the future,Kyle_MC - Transparent tech
Regine - imagining the future,Paola - teleportation
Regine - imagining the future,Paola - Integrating with technology
Regine - imagining the future,Theo - crazy researcher
Regine - imagining the future,Marius - Predicting the internet
Regine - teleportation,Kyle_CH - Future life storage
Regine - teleportation,Paola - teleportation
Regine - teleportation,Theo - crazy researcher
Regine - virtual,Paola - bach mozart coders
Regine - virtual,Philip - bits and bytes
Regine - virtual,Shiffman - reality will only get you so far
Regine - virtual,Kyle_CH - coral reefs
Regine - future camera,Greg - camera getting cheaper
Regine - future camera,Greg - ubiquitous computing
Regine - future camera,Greg - camera scaling up
Regine - future camera,Greg - Gaze tracking
Regine - future camera,Greg - cameras scaling up
Regine - future camera,Kyle_CH - RGBD
Regine - future camera,Kyle_MC - Better face trackers
Regine - future camera,Kyle_MC - Marker 7
Regine - future camera,Kyle_MC - Camera doesn't care if you're human
Regine - dark future,Golan - kerrington
Regine - dark future,Golan - kessler
Regine - dark future,Golan - apocalypse3
Regine - elitist and their gadgets,Binx - digestibility
Regine - elitist and their gadgets,Julia - work in context
Regine - elitist and their gadgets,Maeda - How do you relate to people?
Regine - ineffectual art,Karsten - why don't we learn?
Regine - ineffectual art,Karsten - solving complex problems
Regine - ineffectual art,Karsten - changing behavior
Regine - ineffectual art,Paola - Design and science
Regine - ineffectual art,Binx - changing the world
Regine - ineffectual art,Paola - should be useful
Regine - regine's question,Karsten - solving complex problems
Shantell - drawing with the computer,Binx - hackathon
Shantell - drawing with the computer,Binx - ar&&code
Shantell - drawing with the computer,Casey - Sketching with code
Shantell - drawing with the computer,Golan - what's an instrument?
Shantell - drawing with the computer,Golan - make a mark
Shantell - drawing with the computer,JTNimoy - thinking by doing
Shantell - drawing with the computer,Maeda - self expression
Shantell - drawing with the computer,Maeda - I can still draw
Shantell - drawing with the computer,Marius - constraining randomness
Shantell - drawing with the computer,Shiffman - what computers can do
Shantell - drawing with the computer,Zach - drawing with Tayoon
Shantell - drawing with the computer,Nervous_Jessica - Can't draw
Shantell - Markmaking software,Golan - yellow tail
Shantell - Markmaking software,Zach - Drawn1
Shantell - Markmaking software,Zach - drawn2
Shantell - big kid,Golan - Play
Shantell - big kid,Maeda - playful systems
Shantell - big kid,Theo - Kids interacting
Shantell - big kid,Theo - leaving a mark
Shantell - drawing with computers,Binx - hackathon
Shantell - drawing with computers,Binx - ar&&code
Shantell - drawing with computers,Golan - make a mark
Shantell - drawing with computers,Marius - constraining randomness
Shantell - drawing with computers,Nervous_Jesse - doing something new with a system
Shantell - drawing with computers,Philip - get an idea
Shantell - drawing with computers,Shiffman - what computers can do
Shantell - drawing with computers,Zach - Time slows down
Shantell - meeting zach,Zach - drawing with Tayoon
Shantell - work with zach,Golan - make a mark
Shantell - work with zach,Zach - drawing with Tayoon
Shantell - Coding: what does it feel like?,Diederick - programming with feeling
Shantell - Coding: what does it feel like?,Golan - make a mark
Shantell - Coding: what does it feel like?,Karsten - programming is...
Shantell - Coding: what does it feel like?,Philip - get an idea
Shantell - Coding: what does it feel like?,Zach - minecraft livecode
Shantell - full circle,Golan - make a mark
Shantell - full circle,Maeda - Digital meets analog
Shantell - full circle,Maeda - Digital divide
Shantell - full circle,Nervous_Jessica - Can't draw
Shantell - full circle,Shiffman - what computers can do
Shantell - full circle,Maeda - I can still draw
Shantell - take the line further,Casey - branching off branching
Shantell - take the line further,Casey - Ideally it goes beyond my imagination
Shantell - take the line further,Diederick - painting like coding
Shantell - take the line further,JTNimoy - thinking by doing
Shantell - take the line further,Maeda - I can still draw
Shantell - take the line further,Nervous_Jessica - Can't draw
Shantell - Kids,Golan - playable image
Shantell - Kids,Golan - instruments
Shantell - Kids,Golan - Play
Shantell - Kids,Maeda - playful systems
Shantell - Kids,Philip - system in your head
Shantell - Kids,Theo - funky forest
Shantell - Kids,Theo - leaving a mark
Shantell - Kids,Vera - Playing with a system
Shantell - Kids,Maeda - Marker 4
Shantell - Kids,Theo - Kids interacting
Shantell - luck,Casey - Casey
Shantell - luck,Golan - Kyle
Shantell - luck,Marius - algorithms as a parameter space
Shantell - luck,Marius - parameter space
Shantell - Goals,Golan - wide open field
Shantell - Goals,Golan - why major in art
Shantell - Goals,JTNimoy - corporate
Shantell - Goals,Maeda - Life in four quarters
Shantell - Goals,Regine - making a living
Shantell - Goals,Zach - father the storyteller
Shantell - Live performance,,Golan - playable image
Shantell - Live performance,,Kyle_CH - Casey Reas Music Visualizations
Shantell - Live performance,,Marcus - Audiovisual glue
Shantell - Live performance,,Marcus - electronic music influence
Shantell - Live performance,,Philip - what we do
Shantell - Live performance,,Philip - audiovisual gigs
Shantell - Live performance,,Zach - Drawn1
Shantell - Live performance,,Zach - Time slows down
Shantell - Live performance,,Zach - drawn2
Shantell - Live performance,,Zach - drawing with Tayoon
Shantell - Live performance,,Shantell - drawing with noise
Shantell - drawing with noise,Marcus - Audiovisual glue
Shantell - drawing with noise,Philip - audiovisual gigs
Shantell - drawing with noise,Marius - reach your visual cortex
Shantell - drawing with noise,Golan - playable image
Shantell - live drawing,Zach - Drawn1
Shantell - live drawing,Zach - Time slows down
Shantell - live drawing,Zach - drawn2
Shantell - group improvisation,Golan - yellow tail
Shantell - group improvisation,Golan - playable image
Shantell - group improvisation,Golan - twitching in a room
Shantell - group improvisation,Maeda - playful systems
Shantell - every line is a mistake,Zach - Time slows down
Shantell - every line is a mistake,Nervous_Jessica - Can't draw
Shantell - Coding gesturally,Diederick - programming with feeling
Shantell - Coding gesturally,Golan - make a mark
Shantell - Coding gesturally,Karsten - programming is...
Shantell - Coding gesturally,Kyle_CH - coding, magic
Shantell - Coding gesturally,Philip - get an idea
Shantell - Coding gesturally,Zach - minecraft livecode
Shantell - Coding gesturally,Shantell - Future gesture
Shantell - Coding gesturally,Maeda - Digital divide
Shantell - Coding gesturally,Zach - hide the tech
Shantell - Coding gesturally,Zach - Fucking boring
Shantell - circularity,Golan - make a mark
Shantell - circularity,Maeda - Digital meets analog
Shantell - circularity,Maeda - Digital divide
Shantell - circularity,Nervous_Jessica - Can't draw
Shantell - circularity,Shiffman - what computers can do
Shantell - comes around,Maeda - Digital meets analog
Shantell - comes around,Maeda - Digital divide
Shantell - simple,Maeda - distraction and focus
Shantell - simple,Maeda - simplicity and complexity
Shantell - sharing,Aaron - data storytelling
Shantell - sharing,Maeda - self expression
Shantell - doingwithothers,Binx - hackathon
Shantell - doingwithothers,Binx - ar&&code
Shantell - doingwithothers,Golan - hackathon
Shantell - doingwithothers,Golan - hackathons2
Shantell - doingwithothers,JTNimoy - 100 artists versus One
Shantell - doingwithothers,JTNimoy - one of us
Shantell - doingwithothers,Lindsay - memes 2
Shantell - doingwithothers,Marcus - community styles
Shantell - Sharing creates luck,Casey - Casey
Shantell - Sharing creates luck,Golan - Kyle
Shantell - Sharing creates luck,Marius - algorithms as a parameter space
Shantell - Sharing creates luck,Marius - parameter space
Shantell - Future gesture,Julia - how it makes me feel
Shantell - Future gesture,Maeda - playful systems
Shantell - Future gesture,Marius - reach your visual cortex
Shantell - Future gesture,Marius - my work exists in a utopian space,
Shiffman - Maybe I'd like that,Binx - tech fracturing
Shiffman - Maybe I'd like that,Casey - Programming at 26
Shiffman - Maybe I'd like that,Nervous_Jessica - MIT beginning
Shiffman - Maybe I'd like that,Paola - changes the way you think
Shiffman - Maybe I'd like that,Paola - code changes your thinking
Shiffman - Maybe I'd like that,Philip - learn through programming
Shiffman - Maybe I'd like that,Philip - understanding through physics
Shiffman - Maybe I'd like that,Zach - action script
Shiffman - Maybe I'd like that,Zach - action script shorter
Shiffman - Maybe I'd like that,Zach - programming 2
Shiffman - Magnets,Maeda - Aesthetics and Computation group
Shiffman - Magnets,Marcus - emergence
Shiffman - Magnets,Nervous_Jessica - MIT beginning
Shiffman - Magnets,Philip - programming the river
Shiffman - Magnets,Philip - understanding through physics
Shiffman - Magnets,Philip - toxi's physics
Shiffman - Magnets,Philip - couldn't do this with actual water
Shiffman - Magnets,Karolina - stasis
Shiffman - sketching with code,Karsten - immediate feedback
Shiffman - sketching with code,Maeda - last trick
Shiffman - sketching with code,Casey - Software is what i love the most
Shiffman - Not a visual thinker,Binx - there was no degree
Shiffman - Not a visual thinker,Casey - Birth of processing
Shiffman - Not a visual thinker,Casey - Design by numbers to processing
Shiffman - Not a visual thinker,Karsten - why don't we learn?
Shiffman - Not a visual thinker,Nervous_Jessica - Can't draw
Shiffman - Not a visual thinker,Shantell - Markmaking software
Shiffman - what computers can do,Maeda - self expression
Shiffman - what computers can do,Shantell - drawing with the computer
Shiffman - what computers can do,Shantell - drawing with computers
Shiffman - what computers can do,Shantell - full circle
Shiffman - what computers can do,Shantell - circularity
Shiffman - There's an element of surprise,Binx - hackathon
Shiffman - There's an element of surprise,Binx - ar&&code
Shiffman - There's an element of surprise,JTNimoy - thinking by doing
Shiffman - There's an element of surprise,Marius - algorithms as a parameter space
Shiffman - There's an element of surprise,Marius - these things are in my head
Shiffman - There's an element of surprise,Marius - code can be messy
Shiffman - There's an element of surprise,Marius - parameter space
Shiffman - There's an element of surprise,Nervous_Jesse - understanding to control 4
Shiffman - There's an element of surprise,Philip - get an idea
Shiffman - There's an element of surprise,Golan - would be boring
Shiffman - Marker 8,Casey - Developing a microworld
Shiffman - Marker 8,Marcus - simulation to stories
Shiffman - Marker 8,Philip - programming the river
Shiffman - Marker 8,Philip - toxi's physics
Shiffman - Marker 8,Philip - couldn't do this with actual water
Shiffman - Marker 8,Theo - magic
Shiffman - Marker 8,Kyle_CH - modeling consciousness 2
Shiffman - Nature of code p. 2,Casey - Developing a microworld
Shiffman - Nature of code p. 2,Marcus - simulation to stories
Shiffman - Nature of code p. 2,Philip - programming the river
Shiffman - Nature of code p. 2,Philip - understanding through physics
Shiffman - Nature of code p. 2,Philip - toxi's physics
Shiffman - Nature of code p. 2,Philip - couldn't do this with actual water
Shiffman - Nature of code p. 2,Philip - build the whole universe
Shiffman - Nature of code p. 2,Philip - all the points can flush
Shiffman - Nature of code p. 2,Theo - magic
Shiffman - Nature of code p. 2,Karolina - stasis
Shiffman - nature of code book,Karolina - motion story,
Shiffman - Games,Casey - What is emergence?
Shiffman - Games,Casey - You need noise
Shiffman - Games,Jer - Pattern
Shiffman - Games,Karolina - system metaphor
Shiffman - Games,Marcus - emergence
Shiffman - Games,Marcus - Sims
Shiffman - Games,Marcus - energy flow_riot
Shiffman - Games,Marcus - lego bricks
Shiffman - Games,Nervous_Jessica - biocomputer
Shiffman - Games,Nervous_Jessica - Marker 7
Shiffman - Games,Marcus - Epic Games predictions
Shiffman - Games,Zach - minecraft livecode
Shiffman - Games,Kyle_CH - MMORPGs
Shiffman - Games,Aaron - lego creatures
Shiffman - Games,Aaron - webGL
Shiffman - Games,Aaron - the best games are great stories
Shiffman - building a universe,Casey - Developing a microworld
Shiffman - building a universe,Kyle_CH - coding is 1
Shiffman - building a universe,Kyle_CH - coding 2
Shiffman - building a universe,Marcus - emergence
Shiffman - building a universe,Marcus - simulation to stories
Shiffman - building a universe,Philip - programming the river
Shiffman - building a universe,Philip - with programming you can do whatever
Shiffman - building a universe,Philip - toxi's physics
Shiffman - building a universe,Philip - couldn't do this with actual water
Shiffman - building a universe,Philip - build the whole universe
Shiffman - building a universe,Theo - magic
Shiffman - programming the universe,Kyle_CH - coding is 1
Shiffman - programming the universe,Kyle_CH - coding 2
Shiffman - programming the universe,Marcus - emergence
Shiffman - programming the universe,Marcus - simulation to stories
Shiffman - programming the universe,Philip - programming the river
Shiffman - programming the universe,Philip - with programming you can do whatever
Shiffman - programming the universe,Philip - toxi's physics
Shiffman - programming the universe,Philip - couldn't do this with actual water
Shiffman - programming the universe,Theo - magic
Shiffman - programming the universe,Casey - Developing a microworld
Shiffman - programming the universe,Marcus - modeling consciousness
Shiffman - programming the universe,Marcus - Epic Games predictions
Shiffman - programming the universe,Philip - build the whole universe
Shiffman - how far could we get?,Casey - Developing a microworld
Shiffman - how far could we get?,Karolina - system metaphor
Shiffman - how far could we get?,Kyle_CH - coding is 1
Shiffman - how far could we get?,Kyle_CH - coding 2
Shiffman - how far could we get?,Marcus - emergence
Shiffman - how far could we get?,Marcus - simulation to stories
Shiffman - how far could we get?,Philip - programming the river
Shiffman - how far could we get?,Philip - with programming you can do whatever
Shiffman - how far could we get?,Philip - toxi's physics
Shiffman - how far could we get?,Philip - couldn't do this with actual water
Shiffman - how far could we get?,Theo - magic
Shiffman - how far could we get?,Casey - What is emergence?
Shiffman - how far could we get?,Philip - build the whole universe
Shiffman - how far could we get?,Philip - limitations
Shiffman - how far could we get?,Kyle_CH - nature is complex
Shiffman - how far could we get?,Jer - Pattern
Shiffman - million monkeys,Nervous_Jessica - Marker 7
Shiffman - million monkeys,Nervous_Jesse - Time in the universe
Shiffman - million monkeys,Aaron - infinity
Shiffman - reality will only get you so far,Elliot_UK - lightscape
Shiffman - reality will only get you so far,Karolina - uncanny/sniff
Shiffman - reality will only get you so far,Kyle_CH - coding, magic
Shiffman - reality will only get you so far,Kyle_CH - storytelling
Shiffman - reality will only get you so far,Paola - bach mozart coders
Shiffman - reality will only get you so far,Philip - with programming you can do whatever
Shiffman - reality will only get you so far,Philip - understanding through physics
Shiffman - reality will only get you so far,Philip - bits and bytes
Shiffman - reality will only get you so far,Regine - virtual
Shiffman - reality will only get you so far,Theo - magic
Shiffman - Constraints,,Casey - Developing a microworld
Shiffman - Constraints,,Karolina - stasis
Shiffman - Constraints,,Marcus - simulation to stories
Shiffman - Constraints,,Philip - programming the river
Shiffman - Constraints,,Philip - understanding through physics
Shiffman - Constraints,,Philip - toxi's physics
Shiffman - Constraints,,Philip - couldn't do this with actual water
Shiffman - Constraints,,Philip - build the whole universe
Shiffman - Constraints,,Philip - all the points can flush
Shiffman - Constraints,,Theo - magic
Shiffman - Constraints,,Vera - Playing with a system
Shiffman - mutation,Casey - You need noise
Shiffman - mutation,Marius - Stylistic darwinism
Shiffman - genetics short 1,JTNimoy - increased the bandwidth
Shiffman - genetics short 1,Maeda - How do computers help us to visualize information?
Shiffman - genetics short 2,JTNimoy - Dream1
Shiffman - genetics short 2,JTNimoy - Dream
Shiffman - genetics short 2,Theo - evolution
Shiffman - genetics short 2,Vera - Digital life forms
Shiffman - Carl Sims,Golan_AMA - abstraction
Shiffman - Carl Sims,Julia - aesthetic value
Shiffman - Carl Sims,Marius - aesthetic experience
Shiffman - Carl Sims,Marius - Stylistic darwinism
Shiffman - Carl Sims,Nervous_Jessica - knowing it's beautiful
Shiffman - Carl Sims,Paola - beauty in exile
Shiffman - Carl Sims,Paola - Paola's Republic
Shiffman - Carl Sims,Golan - easy beauty
Shiffman - evolution,Vera - Digital life forms
Shiffman - advanced environment,Binx - there was no degree
Shiffman - advanced environment,Casey - Birth of processing
Shiffman - advanced environment,Karsten - why don't we learn?
Shiffman - advanced environment,Nervous_Jessica - John Maeda
Shiffman - advanced environment,Philip - if I had Processing in school
Shiffman - sharing,Binx - skillshare
Shiffman - sharing,Binx - learning
Shiffman - sharing,Binx - learning with others
Shiffman - sharing,Casey - Infrastructures should be open
Shiffman - sharing,Casey - group teaching
Shiffman - sharing,Chris - ethic of sharing
Shiffman - sharing,Diederick - open frameworks
Shiffman - sharing,Golan - Kyle
Shiffman - sharing,Golan - closed source mistake
Shiffman - sharing,Golan - pedagogical impulse
Shiffman - sharing,Golan - limits to sharing
Shiffman - sharing,Greg - community
Shiffman - sharing,Jer - Making a tool
Shiffman - sharing,Jer - Desire to get together
Shiffman - sharing,Jer - Thanks
Shiffman - sharing,Jer - Post-capitalism
Shiffman - sharing,Jer - post-capitalism2
Shiffman - sharing,Jer - Toxi: gurus
Shiffman - sharing,JTNimoy - open source mensch
Shiffman - sharing,JTNimoy - enough cooks
Shiffman - sharing,Julia - museum, emotion
Shiffman - sharing,Julia - open source and ego
Shiffman - sharing,Julia - can't be solitary
Shiffman - sharing,Julia - toward greater generosity
Shiffman - sharing,Julia - open source
Shiffman - sharing,Julia - need for collaboration
Shiffman - sharing,Karsten - becoming insular
Shiffman - sharing,Kyle_CH - new generation
Shiffman - sharing,Lindsay - memes 2
Shiffman - sharing,Maeda - Processing community
Shiffman - sharing,Marcus - economics question
Shiffman - sharing,Paola - generosity
Shiffman - sharing,Paola - sharing
Shiffman - sharing,Zach - at a festival
Shiffman - sharing,Zach - printshop
Shiffman - sharing,Zach - decompiling
Shiffman - sharing,Zach - emailing the communnity
Shiffman - sharing,Golan - STUDIO art and code
Shiffman - sharing,Philip - if I had Processing in school
Shiffman - Open Source Contract,Casey - Infrastructures should be open
Shiffman - Open Source Contract,Chris - ethic of sharing
Shiffman - Open Source Contract,Golan - Kyle
Shiffman - Open Source Contract,Golan - closed source mistake
Shiffman - Open Source Contract,Golan - pedagogical impulse
Shiffman - Open Source Contract,Golan - limits to sharing
Shiffman - Open Source Contract,Jer - Making a tool
Shiffman - Open Source Contract,Jer - Post-capitalism
Shiffman - Open Source Contract,Jer - post-capitalism2
Shiffman - Open Source Contract,Jer - Toxi: gurus
Shiffman - Open Source Contract,JTNimoy - enough cooks
Shiffman - Open Source Contract,Julia - museum, emotion
Shiffman - Open Source Contract,Julia - open source and ego
Shiffman - Open Source Contract,Julia - can't be solitary
Shiffman - Open Source Contract,Julia - open source
Shiffman - Open Source Contract,Julia - need for collaboration
Shiffman - Open Source Contract,Karsten - becoming insular
Shiffman - Open Source Contract,Maeda - Processing community
Shiffman - Open Source Contract,Marcus - economics question
Shiffman - Open Source Contract,Paola - generosity
Shiffman - Open Source Contract,Philip - if I had Processing in school
Shiffman - Open Source Contract,Zach - printshop
Shiffman - Open Source Contract,Zach - decompiling
Shiffman - problem solving,Casey - Infrastructures should be open
Shiffman - problem solving,Golan - Kyle
Shiffman - problem solving,Jer - Desire to get together
Shiffman - problem solving,JTNimoy - open source mensch
Shiffman - problem solving,Julia - museum, emotion
Shiffman - problem solving,Karsten - becoming insular
Shiffman - problem solving,Karsten - why don't we learn?
Shiffman - problem solving,Maeda - Processing community
Shiffman - problem solving,Philip - if I had Processing in school
Shiffman - problem solving,Zach - printshop
Shiffman - Desire for order,Nervous_Jesse - theoretical
Shiffman - Desire for order,Nervous_Jesse - we like things tidy
Shiffman - Desire for order,Nervous_Jesse - Biology is messy
Shiffman - what do you archive?,Golan - raytraced spheres
Shiffman - what do you archive?,Golan_AMA - first computer art
Shiffman - what do you archive?,Jer - storage
Shiffman - what do you archive?,Karsten - new media
Shiffman - what do you archive?,Karsten - obsolescence
Shiffman - what do you archive?,Karsten - archiving
Shiffman - what do you archive?,Karsten - preserving history
Shiffman - what do you archive?,Karsten - atari emulation
Shiffman - what do you archive?,Kyle_CH - old server farms
Shiffman - what do you archive?,Paola - Moma games
Shiffman - what do you archive?,Paola - museum collections
Shiffman - what do you archive?,JTNimoy - data loss
Shiffman - what do you archive?,Golan - keeping you stuff working
Shiffman - mysterious box,Binx - tech fracturing
Shiffman - mysterious box,Casey - Programming at 26
Shiffman - mysterious box,Karsten - east german hardware 2
Shiffman - mysterious box,Karsten - programming is...
Shiffman - mysterious box,Philip - get an idea
Shiffman - mysterious box,Philip - learn through programming
Shiffman - mysterious box,Philip - understanding through physics
Shiffman - mysterious box,Zach - action script
Shiffman - mysterious box,Zach - action script shorter
Shiffman - offers me a way to think,Binx - hackathon
Shiffman - offers me a way to think,Binx - ar&&code
Shiffman - offers me a way to think,JTNimoy - thinking by doing
Shiffman - offers me a way to think,Nervous_Jessica - Can't draw
Shiffman - Nature of Code,Casey - Developing a microworld
Shiffman - Nature of Code,Karolina - uncanny/sniff
Shiffman - Nature of Code,Karolina - system metaphor
Shiffman - Nature of Code,Kyle_CH - Polygons
Shiffman - Nature of Code,Marcus - simulation to stories
Shiffman - Nature of Code,Philip - programming the river
Shiffman - Nature of Code,Philip - toxi's physics
Shiffman - Nature of Code,Philip - couldn't do this with actual water
Shiffman - Nature of Code,Theo - magic
Shiffman - nature of code p.2 shorter,Casey - emergence
Shiffman - nature of code p.2 shorter,Casey - What is emergence?
Shiffman - nature of code p.2 shorter,Casey - Developing a microworld
Shiffman - nature of code p.2 shorter,Casey - You need noise
Shiffman - nature of code p.2 shorter,Jer - Pattern
Shiffman - nature of code p.2 shorter,Kyle_CH - storytelling
Shiffman - nature of code p.2 shorter,Marcus - emergence
Shiffman - nature of code p.2 shorter,Marcus - Sims
Shiffman - nature of code p.2 shorter,Marcus - energy flow_riot
Shiffman - nature of code p.2 shorter,Nervous_Jessica - biocomputer
Shiffman - nature of code p.2 shorter,Philip - programming the river
Shiffman - nature of code p.2 shorter,Philip - with programming you can do whatever
Shiffman - nature of code p.2 shorter,Philip - toxi's physics
Shiffman - nature of code p.2 shorter,Philip - couldn't do this with actual water
Shiffman - nature of code p.2 shorter,Philip - bits and bytes
Shiffman - nature of code p.2 shorter,Theo - magic
Shiffman - nature of code p.2 shorter,Marcus - lego bricks
Shiffman - nature of code p.2 shorter,Karolina - Everything
Shiffman - nature of code p.2 shorter,Marcus - simulation to stories
Sophy - everyday media,Casey - branching off branching
Sophy - everyday media,Theo - hide the technology,
Sophy - avatar1,Marius - these things are in my head
Sophy - avatar1,Kyle_CH - Avatars
Sophy - avatar1,Kyle_CH - virtual and identity
Sophy - avatar1,Lindsay - online identity
Sophy - nanobots,Aaron - dreaming together
Sophy - nanobots,Aaron - lego creatures
Sophy - nanobots,Golan - kerrington
Sophy - nanobots,Golan - kessler
Sophy - nonlinearity,Marcus - code for storytelling
Sophy - nonlinearity,Vera - Energy Flow2
Sophy - nonlinearity,Vera - having a protagonist
Sophy - nonlinearity,Vera - Accessibility through strories
Sophy - nonlinearity,Karolina - Journey
Sophy - nonlinearity,Casey - It's not cinema not a game
Sophy - nonlinearity,Vera - Energy Flow1
Sophy - nonlinearity,Kyle_MC - imagining your pointcloud
Sophy - computer dream,Aaron - lego creatures
Sophy - distributed culture,Binx - art and culture
Sophy - distributed culture,Jer - spoken word
Sophy - are we having fun?,Greg - object oriented ontology 1
Sophy - are we having fun?,Greg - Object Oriented Ontology 2
Sophy - Where's the best hamburger?,JTNimoy - immersion
Sophy - Where's the best hamburger?,Maeda - Slurpies and pizza
Sophy - Strange cultures,Paola - the tribe
Sophy - Strange cultures,Paola - code is a language
Sophy - Strange cultures,Kyle_CH - coral reefs
Sophy - the Cloud,Aaron - dreaming together
Sophy - the Cloud,Golan_AMA - World becoming one mind
Sophy - the Cloud,Julia - Who owns the internet?
Sophy - the Cloud,Karsten - DarkNet
Sophy - the Cloud,Philip - in touch all the time
Sophy - the Cloud,Kyle_CH - virtual space online
Sophy - the Cloud,Kyle_MC - We don't understand the thing
Sophy - the Cloud,Aaron - global communication
Sophy - the Cloud,Aaron - different ways of communicating
Sophy - the Cloud,Aaron - global interactions
Sophy - Evolution,Elliot_UK - tree sculpture
Sophy - Evolution,Joel - scale of universe
Sophy - Evolution,Theo - evolution
Sophy - Evolution,Nervous_Jessica - Marker 7
Sophy - Evolution,Shiffman - Games
Sophy - made of photons,Elliot_UK - 2D vision in a 3D world
Sophy - made of photons,Philip - understanding through physics
Sophy - made of photons,Philip - bits and bytes
Sophy - made of photons,Philip - image is in your brain
Sophy - city,Jer - Thought it was boring
Sophy - city,Julian - city as operating system
Sophy - city,Marcus - energy flow_riot
Theo - inspired by nature,Elliot_UK - tree sculpture
Theo - inspired by nature,Kyle_CH - coding, magic
Theo - inspired by nature,Zach - Drawn1
Theo - funky forest,Elliot_UK - wiremape_description
Theo - funky forest,Elliot_UK - lightscape
Theo - funky forest,Golan - yellow tail
Theo - funky forest,Golan - playable image
Theo - funky forest,Golan - project example
Theo - funky forest,Karolina - uncanny/sniff
Theo - funky forest,Maeda - playful systems
Theo - funky forest,Marcus - energy flow
Theo - funky forest,Shantell - Kids
Theo - Kids interacting,Golan - playable image
Theo - Kids interacting,Golan - instruments
Theo - Kids interacting,Golan - Play
Theo - Kids interacting,Maeda - playful systems
Theo - Kids interacting,Shantell - big kid
Theo - Kids interacting,Vera - Playing with a system
Theo - Kids interacting,Shantell - Kids
Theo - leaving a mark,Golan - my mother the abstract painter
Theo - leaving a mark,Golan - Play
Theo - leaving a mark,Maeda - playful systems
Theo - leaving a mark,Shantell - big kid
Theo - leaving a mark,Shantell - Kids
Theo - learning,Binx - Background
Theo - learning,Karsten - east german hardware 2
Theo - learning,Zach - action script
Theo - newness,Marius - Thoroughly enjoying it at the moment
Theo - newness,Philip - young medium
Theo - newness,Marius - Living in a state of newness since age 10
Theo - newness,Golan - raytraced spheres
Theo - newness,Theo - new media and old media,
Theo - newness,Maeda - old and new
Theo - newness,Aaron - exchange of ideas drives progress
Theo - 3D sensing,Kyle_MC - kinect 2
Theo - hide the technology,,Diederick - don't like that kind of interaction
Theo - hide the technology,,Golan - jolted into the NOW
Theo - hide the technology,,Aaron - experience design
Theo - open frameworks,Golan - limits to sharing
Theo - open frameworks,Karsten - processing
Theo - open frameworks,Karsten - toxiclibs
Theo - open frameworks,Karsten - becoming insular
Theo - open frameworks,Maeda - Processing toolkit
Theo - open frameworks,Maeda - ACU part 1
Theo - open frameworks,Maeda - ACU p 2
Theo - open frameworks,Zach - Open Frameworks 2
Theo - open frameworks,Zach - decompiling
Theo - open frameworks,Zach - Open Frameworks 1
Theo - open frameworks,Zach - Open Frameworks 3
Theo - open frameworks,Zach - emailing the communnity
Theo - open frameworks,Julia - need for collaboration
Theo - open frameworks,Zach - Open Frameworks 4
Theo - open frameworks,Zach - at a festival
Theo - development feedback,,Karsten - becoming insular
Theo - development feedback,,Maeda - ACU part 1
Theo - development feedback,,Maeda - ACU p 2
Theo - new media and old media,,Maeda - old and new
Theo - new media and old media,,Marius - Living in a state of newness since age 10
Theo - crazy researcher,Kyle_CH - Future life storage
Theo - crazy researcher,Paola - teleportation
Theo - crazy researcher,Regine - imagining the future
Theo - crazy researcher,Regine - teleportation
Theo - approach to art,Binx - art for money
Theo - approach to art,Binx - work for hire
Theo - approach to art,Regine - making a living
Theo - approach to art,Joel - in the now
Theo - FFFFAT,Golan - laughter
Theo - FFFFAT,Golan - laughter2
Theo - hidden technology,Zach - hide the tech
Theo - evolution,Elliot_UK - tree sculpture
Theo - evolution,Shiffman - genetics short 2
Theo - evolution,Sophy - Evolution
Theo - magic,Casey - Developing a microworld
Theo - magic,Golan - project example
Theo - magic,Kyle_CH - storytelling
Theo - magic,Marcus - emergence
Theo - magic,Marcus - simulation to stories
Theo - magic,Philip - with programming you can do whatever
Theo - magic,Philip - toxi's physics
Theo - magic,Philip - bits and bytes
Theo - magic,Shiffman - Marker 8
Theo - magic,Shiffman - Nature of code p. 2
Theo - magic,Shiffman - building a universe
Theo - magic,Shiffman - programming the universe
Theo - magic,Shiffman - how far could we get?
Theo - magic,Shiffman - reality will only get you so far
Theo - magic,Shiffman - Constraints,
Theo - magic,Shiffman - Nature of Code
Theo - magic,Shiffman - nature of code p.2 shorter
Theo - magic,Shantell - magic and tech
Theo - magic,Philip - programming the river
Theo - magic,Philip - couldn't do this with actual water
Vera - Playing with a system,Golan - playable image
Vera - Playing with a system,Golan - instruments
Vera - Playing with a system,Golan - project example
Vera - Playing with a system,Golan - woah2
Vera - Playing with a system,Maeda - playful systems
Vera - Playing with a system,Marcus - emergence
Vera - Playing with a system,Marcus - Sims
Vera - Playing with a system,Marcus - lego bricks
Vera - Playing with a system,Nervous_Jesse - organic process
Vera - Playing with a system,Philip - system in your head
Vera - Playing with a system,Shantell - Kids
Vera - Playing with a system,Theo - Kids interacting
Vera - Playing with a system,Golan - observation of users
Vera - Playing with a system,Golan - woah
Vera - Digital life forms,Casey - What is emergence?
Vera - Digital life forms,Marcus - emergence
Vera - Digital life forms,Shiffman - genetics short 2
Vera - Digital life forms,Shiffman - evolution
Vera - Energy Flow1,Aaron - mini-brains 2
