source,target
Shantell - doingwithothers,Zach - hate working alone
Shantell - doingwithothers,Zach - venn diagrams of interest
Shantell - doingwithothers,Chris - RemoteCollaboration
Shantell - doingwithothers,Diederick - hackathon2
Shantell - doingwithothers,Intro - Collaboration
Shantell - doingwithothers,LIA - NeedTheInternet
Shantell - Sharing creates luck,Golan - Kyle
Shantell - Sharing creates luck,Higa - 
Shantell - Sharing creates luck,Marius - algorithms as parameter space
Shantell - Sharing creates luck,Marius - parameter space
Shantell - Future gesture,Casey - branching off branching
Shantell - Future gesture,Lauren - altering reality of users
Shantell - Future gesture,Marius - reach your visual cortex
Shantell - Future gesture,Zach - hide the tech
Shiffman - Maybe I'd like that,Binx - tech fracturing
Shiffman - Maybe I'd like that,Binx - Background
Shiffman - Maybe I'd like that,Casey - Software is what i love the most
Shiffman - Maybe I'd like that,Casey - Programming at 26
Shiffman - Maybe I'd like that,Higa - beginnings
Shiffman - Maybe I'd like that,Jen - MathMajor 1
Shiffman - Maybe I'd like that,Jen - hated computer science
Shiffman - Maybe I'd like that,JTNimoy - evolution
Shiffman - Maybe I'd like that,JTNimoy - I addicted myself
Shiffman - Maybe I'd like that,JTNimoy - Pickle
Shiffman - Maybe I'd like that,Karsten - east german hardware 2
Shiffman - Maybe I'd like that,Karsten - programming is...
Shiffman - Maybe I'd like that,Kevin - from code to magazines to code
Shiffman - Maybe I'd like that,Nervous_Jessica - MIT beginning
Shiffman - Maybe I'd like that,Paola - changes the way you think
Shiffman - Maybe I'd like that,Patricio - CopyPaste
Shiffman - Maybe I'd like that,Philip - understanding through physics
Shiffman - Maybe I'd like that,Ramsey - complicated C++
Shiffman - Maybe I'd like that,Theo - learning
Shiffman - Maybe I'd like that,Zach - action script
Shiffman - Maybe I'd like that,Zach - action script shorter
Shiffman - Maybe I'd like that,Intro - Learning
Shiffman - Maybe I'd like that,Joel - Amiga500
Shiffman - Maybe I'd like that,LIA - HandCopyingCode
Shiffman - Magnets,Philip - toxi's physics
Shiffman - Magnets,Philip - couldn't do this with actual water
Shiffman - Magnets,Ramsey - emergence from simple rules
Shiffman - Magnets,Joel - Amiga500
Shiffman - sketching with code,Golan - make a mark
Shiffman - sketching with code,Karsten - immediate feedback
Shiffman - sketching with code,Marius - Continuous process of exploration
Shiffman - sketching with code,Zach - action script shorter
Shiffman - sketching with code,LIA - IdeaToCode
Shiffman - Not a visual thinker,Binx - there was no degree
Shiffman - Not a visual thinker,Casey - sketching with code
Shiffman - Not a visual thinker,Golan - make a mark
Shiffman - Not a visual thinker,Nervous_Jessica - Can't draw
Shiffman - Not a visual thinker,Shantell - full circle
Shiffman - Not a visual thinker,Shantell - circularity
Shiffman - Not a visual thinker,Intro - CodingSketching
Shiffman - what computers can do,Casey - sketching with code
Shiffman - what computers can do,Maeda - last trick
Shiffman - what computers can do,Maeda - self expression
Shiffman - what computers can do,Shantell - drawing with the computer
Shiffman - what computers can do,Shantell - drawing with computers
Shiffman - what computers can do,Shantell - full circle
Shiffman - what computers can do,LIA - 3DPrintingProcess
Shiffman - There's an element of surprise,Casey - Ideally it goes beyond my imagination
Shiffman - There's an element of surprise,Golan - would be boring
Shiffman - There's an element of surprise,JTNimoy - thinking by doing
Shiffman - There's an element of surprise,Maeda - last trick
Shiffman - There's an element of surprise,Marius - algorithms as parameter space
Shiffman - There's an element of surprise,Marius - code can be messy
Shiffman - There's an element of surprise,Marius - parameter space
Shiffman - There's an element of surprise,Nervous_Jesse - understanding to control 4
Shiffman - There's an element of surprise,Patricio - Imaginative technologies 2
Shiffman - There's an element of surprise,Philip - get an idea
Shiffman - There's an element of surprise,LIA - CircleFormula1
Shiffman - There's an element of surprise,LIA - IdeaToCode
Shiffman - There's an element of surprise,LIA - MalleableMath
Shiffman - i spend more time teaching,Golan - Kyle
Shiffman - i spend more time teaching,Jer - Toxi: gurus
Shiffman - i spend more time teaching,Maeda - passing the baton
Shiffman - a mystical quality,Casey - emergence
Shiffman - a mystical quality,Casey - Developing a microworld
Shiffman - a mystical quality,Martin - data revleation
Shiffman - a mystical quality,Martin - birds eye view
Shiffman - a mystical quality,Philip - programming the river
Shiffman - a mystical quality,Philip - toxi's physics
Shiffman - a mystical quality,Philip - couldn't do this with actual water
Shiffman - a mystical quality,Ramsey - Conway 2
Shiffman - a mystical quality,Theo - inspired by nature
Shiffman - a mystical quality,Theo - magic
Shiffman - a mystical quality,LIA - VisualizeAnIdea
Shiffman - NOC 3,Andres - modeling the human being
Shiffman - NOC 3,Casey - emergence
Shiffman - NOC 3,Casey - pseudo-science
Shiffman - NOC 3,Casey - Developing a microworld
Shiffman - NOC 3,Karolina - stasis
Shiffman - NOC 3,Marcus - simulation to stories
Shiffman - NOC 3,Philip - programming the river
Shiffman - NOC 3,Philip - understanding through physics
Shiffman - NOC 3,Philip - toxi's physics
Shiffman - NOC 3,Philip - couldn't do this with actual water
Shiffman - NOC 3,Philip - build the whole universe
Shiffman - NOC 3,Philip - all the points can flush
Shiffman - NOC 3,Ramsey - does nature compute? 2
Shiffman - NOC 3,Ramsey - Conway 2
Shiffman - NOC 3,Ramsey - emergence from simple rules
Shiffman - NOC 3,Theo - magic
Shiffman - NOC 3,LIA - LTree
Shiffman - NOC 3,LIA - VisualizeAnIdea
Shiffman - nature of code book,Higa - committed to community
Shiffman - nature of code book,Karolina - motion story,
Shiffman - Games,Casey - Systems theory
Shiffman - Games,Casey - What is emergence?
Shiffman - Games,Higa - collaboration with machines 1
Shiffman - Games,Higa - collaboration with machines 2
Shiffman - Games,Karolina - system metaphor
Shiffman - Games,Marcus - emergence
Shiffman - Games,Marcus - Sims
Shiffman - Games,Marcus - Epic Games predictions
Shiffman - Games,Marcus - lego bricks
Shiffman - Games,Nervous_Jessica - biocomputer
Shiffman - Games,Ramsey - Conway 1
Shiffman - Games,Ramsey - Conway 3
Shiffman - Games,Ramsey - emergence from simple rules
Shiffman - Games,Ramsey - elegant system
Shiffman - programming the universe,Casey - emergence
Shiffman - programming the universe,Casey - Developing a microworld
Shiffman - programming the universe,Higa - collaboration with machines 1
Shiffman - programming the universe,Higa - collaboration with machines 2
Shiffman - programming the universe,Kyle_CH - coding is 1
Shiffman - programming the universe,Patricio - Building Universes 2
Shiffman - programming the universe,Philip - with programming you can do whatever
Shiffman - programming the universe,Philip - toxi's physics
Shiffman - programming the universe,Philip - couldn't do this with actual water
Shiffman - programming the universe,Ramsey - does nature compute? 2
Shiffman - programming the universe,Ramsey - minecraft 2
Shiffman - programming the universe,Ramsey - Conway 1
Shiffman - programming the universe,Ramsey - emergence from simple rules
Shiffman - programming the universe,Ramsey - elegant system
Shiffman - programming the universe,Theo - magic
Shiffman - programming the universe,Intro - BuildingWorlds2
Shiffman - programming the universe,Intro - BuildingWorlds
Shiffman - programming the universe,LIA - LTree
Shiffman - programming the universe,LIA - VisualizeAnIdea
Shiffman - how far could we get?,Andres - modeling complex systems
Shiffman - how far could we get?,Andres - modeling the human being
Shiffman - how far could we get?,Casey - emergence
Shiffman - how far could we get?,Casey - Developing a microworld
Shiffman - how far could we get?,Higa - create a system 2
Shiffman - how far could we get?,Higa - collaboration with machines 1
Shiffman - how far could we get?,Higa - collaboration with machines 2
Shiffman - how far could we get?,Jen - Predicting weather
Shiffman - how far could we get?,Karolina - system metaphor
Shiffman - how far could we get?,Kevin - algo trading 1
Shiffman - how far could we get?,Kevin - computation was invented
Shiffman - how far could we get?,Kevin - computation is unnatural
Shiffman - how far could we get?,Kyle_CH - coding is 1
Shiffman - how far could we get?,Marcus - emergence
Shiffman - how far could we get?,Martin - data revleation
Shiffman - how far could we get?,Martin - birds eye view
Shiffman - how far could we get?,Patricio - Building Universes 2
Shiffman - how far could we get?,Philip - programming the river
Shiffman - how far could we get?,Philip - with programming you can do whatever
Shiffman - how far could we get?,Philip - toxi's physics
Shiffman - how far could we get?,Philip - couldn't do this with actual water
Shiffman - how far could we get?,Philip - build the whole universe
Shiffman - how far could we get?,Ramsey - minecraft 2
Shiffman - how far could we get?,Ramsey - Conway 1
Shiffman - how far could we get?,Ramsey - Conway 3
Shiffman - how far could we get?,Ramsey - emergence from simple rules
Shiffman - how far could we get?,Ramsey - elegant system
Shiffman - how far could we get?,Theo - inspired by nature
Shiffman - how far could we get?,Theo - magic
Shiffman - how far could we get?,Intro - BuildingWorlds2
Shiffman - how far could we get?,Intro - BuildingWorlds
Shiffman - how far could we get?,LIA - LTree
Shiffman - how far could we get?,LIA - VisualizeAnIdea
Shiffman - million monkeys,Ramsey - emergence from simple rules
Shiffman - reality will only get you so far,Elliot_UK - lightscape
Shiffman - reality will only get you so far,Jen - Math simulating reality
Shiffman - reality will only get you so far,Karolina - uncanny/sniff
Shiffman - reality will only get you so far,Kevin - game designers
Shiffman - reality will only get you so far,Kevin - algo culture 3
Shiffman - reality will only get you so far,Kevin - no consequences 2
Shiffman - reality will only get you so far,Kevin - non-mimetic reality
Shiffman - reality will only get you so far,Kyle_CH - coding 2
Shiffman - reality will only get you so far,Kyle_CH - coding, magic
Shiffman - reality will only get you so far,Kyle_CH - storytelling
Shiffman - reality will only get you so far,Marcus - Epic Games predictions
Shiffman - reality will only get you so far,Paola - bach mozart coders
Shiffman - reality will only get you so far,Patricio - Play 2
Shiffman - reality will only get you so far,Patricio - Reality
Shiffman - reality will only get you so far,Philip - with programming you can do whatever
Shiffman - reality will only get you so far,Philip - understanding through physics
Shiffman - reality will only get you so far,Philip - bits and bytes
Shiffman - reality will only get you so far,Intro - VirtualReality
Shiffman - Constraints,,Andres - modeling the human being
Shiffman - Constraints,,Casey - emergence
Shiffman - Constraints,,Casey - pseudo-science
Shiffman - Constraints,,Casey - Developing a microworld
Shiffman - Constraints,,Karolina - stasis
Shiffman - Constraints,,Philip - programming the river
Shiffman - Constraints,,Philip - understanding through physics
Shiffman - Constraints,,Philip - toxi's physics
Shiffman - Constraints,,Philip - couldn't do this with actual water
Shiffman - Constraints,,Philip - all the points can flush
Shiffman - Constraints,,Ramsey - emergence from simple rules
Shiffman - Constraints,,Theo - magic
Shiffman - Constraints,,LIA - VisualizeAnIdea
Shiffman - make it random,Casey - Processing, what is it?
Shiffman - make it random,Casey - sketching with code
Shiffman - make it random,Casey - randomness
Shiffman - make it random,Golan - make a mark
Shiffman - make it random,Karsten - immediate feedback
Shiffman - make it random,Marius - constraining randomness
Shiffman - make it random,Nervous_Jesse - our explorations are random
Shiffman - make it random,Intro - CodingSketching
Shiffman - make it random,LIA - IdeaToCode
Shiffman - randomness can be not very thoughtful,Casey - You need noise
Shiffman - mutation,Andres - protein folding 1
Shiffman - mutation,Andres - protein folding 2
Shiffman - mutation,Casey - randomness
Shiffman - mutation,Casey - You need noise
Shiffman - genetics short 1,JTNimoy - increased the bandwidth
Shiffman - genetics short 2,Andres - protein folding 1
Shiffman - genetics short 2,Andres - protein folding 2
Shiffman - genetics short 2,Andres - DNA computing 1
Shiffman - genetics short 2,Andres - DNA computing 2
Shiffman - genetics short 2,Casey - synthetic biology
Shiffman - genetics short 2,Casey - Craig Venter
Shiffman - genetics short 2,Casey - 10Print
Shiffman - genetics short 2,JTNimoy - Dream
Shiffman - genetics short 2,Kevin - computation was invented
Shiffman - genetics short 2,Marius - artificial creativity
Shiffman - genetics short 2,Ramsey - conway
Shiffman - genetics short 2,Ramsey - DNA and code
Shiffman - genetics short 2,Ramsey - Alan Kay biocomputing
Shiffman - genetics short 2,Ramsey - biology and the internet
Shiffman - genetics short 2,Ramsey - dating algorithms
Shiffman - genetics short 2,Ramsey - Conway 1
Shiffman - genetics short 2,Ramsey - Conway 2
Shiffman - genetics short 2,Ramsey - Conway 3
Shiffman - genetics short 2,Ramsey - emergence from simple rules
Shiffman - genetics short 2,Theo - evolution
Shiffman - Carl Sims,Golan - easy beauty
Shiffman - Carl Sims,Julia - aesthetic value
Shiffman - Carl Sims,Marius - aesthetic experience
Shiffman - Carl Sims,Marius - culturally biased aesthetic
Shiffman - Carl Sims,Marius - Stylistic darwinism
Shiffman - Carl Sims,Marius - artificial creativity
Shiffman - Carl Sims,Nervous_Jessica - knowing it's beautiful
Shiffman - Carl Sims,Paola - beauty in exile
Shiffman - Carl Sims,Ramsey - beauty of the score
Shiffman - evolution,Marius - artificial creativity
Shiffman - evolution,Vera - Digital life forms
Shiffman - advanced environment,Andres - examples of the impossible
Shiffman - advanced environment,Binx - there was no degree
Shiffman - advanced environment,Casey - Birth of processing
Shiffman - advanced environment,Casey - Design by numbers to processing
Shiffman - advanced environment,Casey - Processing open
Shiffman - advanced environment,Casey - Processing addons
Shiffman - advanced environment,Kyle_CH - fun accessible art
Shiffman - advanced environment,Nervous_Jessica - John Maeda
Shiffman - advanced environment,Patricio - Rethinking education systems
Shiffman - advanced environment,Philip - if I had Processing in school
Shiffman - sharing,Aaron - sharing
Shiffman - sharing,Binx - learning
Shiffman - sharing,Binx - learning with others
Shiffman - sharing,Casey - Processing open
Shiffman - sharing,Casey - Processing addons
Shiffman - sharing,Casey - group teaching
Shiffman - sharing,Golan - Kyle
Shiffman - sharing,Golan - pedagogical impulse
Shiffman - sharing,Golan - limits to sharing
Shiffman - sharing,Golan - damn
Shiffman - sharing,Higa - committed to community
Shiffman - sharing,Higa - not sharing its a backup
Shiffman - sharing,Higa - 
Shiffman - sharing,Higa - thick wall
Shiffman - sharing,Higa - sharing accidently 1
Shiffman - sharing,Higa - sharing accidently 2
Shiffman - sharing,Jer - Making a tool
Shiffman - sharing,Jer - Desire to get together
Shiffman - sharing,Jer - spoken word
Shiffman - sharing,Jer - Thanks
Shiffman - sharing,Jer - Post-capitalism
Shiffman - sharing,Jer - post-capitalism2
Shiffman - sharing,Jer - Toxi: gurus
Shiffman - sharing,JTNimoy - open source mensch
Shiffman - sharing,Julia - open source and ego
Shiffman - sharing,Julia - can't be solitary
Shiffman - sharing,Julia - toward greater generosity 1
Shiffman - sharing,Karsten - becoming insular
Shiffman - sharing,Kyle_CH - new generation
Shiffman - sharing,Lindsay - memes 2
Shiffman - sharing,Maeda - Processing community
Shiffman - sharing,Paola - generosity
Shiffman - sharing,Paola - sharing
Shiffman - sharing,Patricio - Rethinking education systems
Shiffman - sharing,Patricio - Zeitgeist of open source
Shiffman - sharing,Zach - at a festival
Shiffman - sharing,Zach - open source challenge
Shiffman - sharing,Zach - printshop
Shiffman - sharing,Zach - decompiling
Shiffman - sharing,Zach - emailing the communnity
Shiffman - sharing,Chris - EthicOfSharing
Shiffman - sharing,Diederick - worldwillbecomebetter
Shiffman - sharing,Intro - Collaboration
Shiffman - sharing,Intro - Sharing
Shiffman - sharing,LIA - Sandcastles
Shiffman - sharing,LIA - SkepticismAboutOpenSource
Shiffman - sharing,LIA - helldotcom
Shiffman - Open Source Contract,Aaron - sharing
Shiffman - Open Source Contract,Casey - Processing open
Shiffman - Open Source Contract,Casey - Processing addons
Shiffman - Open Source Contract,Golan - closed source mistake
Shiffman - Open Source Contract,Golan - pedagogical impulse
Shiffman - Open Source Contract,Golan - limits to sharing
Shiffman - Open Source Contract,Golan - damn
Shiffman - Open Source Contract,Higa - not sharing its a backup
Shiffman - Open Source Contract,Higa - 
Shiffman - Open Source Contract,Higa - sharing accidently 1
Shiffman - Open Source Contract,Higa - sharing accidently 2
Shiffman - Open Source Contract,Jer - Making a tool
Shiffman - Open Source Contract,Jer - Thanks
Shiffman - Open Source Contract,Jer - Software1
Shiffman - Open Source Contract,Jer - Software2
Shiffman - Open Source Contract,Jer - Post-capitalism
Shiffman - Open Source Contract,Jer - post-capitalism2
Shiffman - Open Source Contract,Jer - Toxi: gurus
Shiffman - Open Source Contract,Julia - open source and ego
Shiffman - Open Source Contract,Julia - can't be solitary
Shiffman - Open Source Contract,Maeda - Processing community
Shiffman - Open Source Contract,Marcus - economics question
Shiffman - Open Source Contract,Paola - generosity
Shiffman - Open Source Contract,Patricio - Rethinking education systems
Shiffman - Open Source Contract,Patricio - Zeitgeist of open source
Shiffman - Open Source Contract,Zach - decompiling
Shiffman - Open Source Contract,Chris - EthicOfSharing
Shiffman - Open Source Contract,Diederick - worldwillbecomebetter
Shiffman - Open Source Contract,LIA - Sandcastles
Shiffman - Open Source Contract,LIA - SkepticismAboutOpenSource
Shiffman - problem solving,Casey - Processing open
Shiffman - problem solving,Casey - Processing addons
Shiffman - problem solving,Higa - thick wall
Shiffman - problem solving,Higa - sharing accidently 1
Shiffman - problem solving,Higa - sharing accidently 2
Shiffman - problem solving,JTNimoy - open source mensch
Shiffman - problem solving,Karsten - why don't we learn?
Shiffman - problem solving,Karsten - solving complex problems
Shiffman - problem solving,Paola - code ant farm
Shiffman - problem solving,Patricio - Rethinking education systems
Shiffman - problem solving,Patricio - Zeitgeist of open source
Shiffman - problem solving,Regine - regine's question
Shiffman - problem solving,Zach - open source challenge
Shiffman - Desire for order,Nervous_Jesse - theoretical
Shiffman - what do you archive?,Bruce - It's an old thing
Shiffman - what do you archive?,Bruce - Dead sea scrolls
Shiffman - what do you archive?,Bruce - Fax machine
Shiffman - what do you archive?,Bruce - unstable mileau of media art
Shiffman - what do you archive?,Casey - old media
Shiffman - what do you archive?,Casey - learning from precursors
Shiffman - what do you archive?,Golan - keeping you stuff working
Shiffman - what do you archive?,Higa - not sharing its a backup
Shiffman - what do you archive?,Jer - storage
Shiffman - what do you archive?,Karsten - new media
Shiffman - what do you archive?,Karsten - obsolescence
Shiffman - what do you archive?,Karsten - archiving
Shiffman - what do you archive?,Karsten - preserving history
Shiffman - what do you archive?,Karsten - atari emulation
Shiffman - what do you archive?,Kyle_CH - old server farms
Shiffman - what do you archive?,Lindsay - death of technology
Shiffman - what do you archive?,Maeda - do not resuscitate
Shiffman - what do you archive?,Maeda - New media
Shiffman - what do you archive?,Maeda - old and new
Shiffman - what do you archive?,Paola - Moma games
Shiffman - what do you archive?,Paola - museum collections
Shiffman - what do you archive?,Ramsey - unmaintainable code
Shiffman - what do you archive?,LIA - VeryFirstArtworks
Shiffman - mysterious box,Binx - programming is a superpower
Shiffman - mysterious box,Binx - Programming is a superpower
Shiffman - mysterious box,Casey - Programming at 26
Shiffman - mysterious box,Karsten - programming is...
Shiffman - mysterious box,Philip - learn through programming
Shiffman - mysterious box,Zach - action script shorter
Shiffman - mysterious box,Intro - Learning
Shiffman - offers me a way to think,Bruce - Constant improvement
Shiffman - offers me a way to think,Bruce - beauty of code 5
Shiffman - offers me a way to think,Casey - tangle
Shiffman - offers me a way to think,Casey - Software is what i love the most
Shiffman - offers me a way to think,Jen - hated computer science
Shiffman - offers me a way to think,Jen - necessity of code 1
Shiffman - offers me a way to think,Jen - necessity of code 2
Shiffman - offers me a way to think,Kevin - Draft mode
Shiffman - offers me a way to think,Paola - changes the way you think
Shiffman - offers me a way to think,Patricio - Imaginative technologies 1
Shiffman - offers me a way to think,Patricio - Imaginative technologies 2
Shiffman - offers me a way to think,Philip - with programming you can do whatever
Shiffman - offers me a way to think,Ramsey - designing languages
Shiffman - offers me a way to think,Damion - CodingAndCommunication
Shiffman - offers me a way to think,Diederick - allprogrammershavethat
Shiffman - offers me a way to think,Diederick - hackathon1
Shiffman - offers me a way to think,Intro - Programming
Shiffman - offers me a way to think,Joel - Bicycles1
Shiffman - offers me a way to think,LIA - IdeaToCode
Shiffman - inexactitude,Casey - sketching with code
Shiffman - inexactitude,Higa - collaboration with machines 1
Shiffman - inexactitude,Higa - collaboration with machines 2
Shiffman - inexactitude,JTNimoy - thinking by doing
Shiffman - inexactitude,Julian - artist and hired hand
Shiffman - inexactitude,Philip - get an idea
Shiffman - inexactitude,LIA - TinyButtons2
Shiffman - NOC 1,Andres - seeing molecules
Shiffman - NOC 1,Bruce - Fountain pen
Shiffman - NOC 1,Casey - emergence
Shiffman - NOC 1,Casey - Developing a microworld
Shiffman - NOC 1,Karolina - suspension of disbelief
Shiffman - NOC 1,Karolina - system metaphor
Shiffman - NOC 1,Kyle_CH - Polygons
Shiffman - NOC 1,Philip - programming the river
Shiffman - NOC 1,Philip - toxi's physics
Shiffman - NOC 1,Philip - couldn't do this with actual water
Shiffman - NOC 1,Ramsey - does nature compute? 2
Shiffman - NOC 1,Ramsey - Conway 2
Shiffman - NOC 1,Theo - magic
Shiffman - NOC 1,LIA - LTree
Shiffman - NOC 1,LIA - VisualizeAnIdea
Shiffman - NOC 2,Casey - Systems theory
Shiffman - NOC 2,Casey - What is emergence?
Shiffman - NOC 2,Casey - Developing a microworld
Shiffman - NOC 2,Higa - collaboration with machines 1
Shiffman - NOC 2,Higa - collaboration with machines 2
Shiffman - NOC 2,Karolina - suspension of disbelief
Shiffman - NOC 2,Marcus - lego bricks
Shiffman - NOC 2,Philip - programming the river
Shiffman - NOC 2,Philip - with programming you can do whatever
Shiffman - NOC 2,Philip - toxi's physics
Shiffman - NOC 2,Philip - couldn't do this with actual water
Shiffman - NOC 2,Philip - bits and bytes
Shiffman - NOC 2,Ramsey - does nature compute? 2
Shiffman - NOC 2,Ramsey - Conway 2
Shiffman - NOC 2,Ramsey - Conway 3
Shiffman - NOC 2,Ramsey - emergence from simple rules
Shiffman - NOC 2,Ramsey - New Kind of Science
Shiffman - NOC 2,Ramsey - elegant system
Shiffman - NOC 2,LIA - LTree
Shiffman - NOC 2,LIA - VisualizeAnIdea
Shiffman - gambling 1,Casey - randomness
Shiffman - gambling 2,Andres - probability
Shiffman - gambling 2,Casey - 10Print
Shiffman - gambling 2,Casey - randomness
Shiffman - gambling 2,Kevin - algo trading 1
Shiffman - gambling 2,Ramsey - algorithms run wild
Shiffman - gambling 2,Ramsey - Conway 1
Shiffman - gambling 2,Ramsey - Conway 2
Shiffman - gambling 2,Ramsey - Conway 3
Shiffman - genetic algos 1,Andres - DNA computing 1
Shiffman - genetic algos 1,Andres - DNA computing 2
Shiffman - genetic algos 1,Ramsey - DNA and code
Shiffman - genetic algos 1,Ramsey - Alan Kay biocomputing
Shiffman - genetic algos 1,Ramsey - biology and the internet
Shiffman - genetic algos 2,Andres - DNA computing 1
Shiffman - genetic algos 2,Andres - DNA computing 2
Shiffman - genetic algos 2,Ramsey - DNA and code
Shiffman - genetic algos 2,Ramsey - Alan Kay biocomputing
Shiffman - genetic algos 2,Ramsey - biology and the internet
Shiffman - genetic algos 2,Ramsey - emergence from simple rules
Sophy - art hallucination,LIA - Art1
Sophy - <3,Fernanda - fleshmap1
Sophy - <3,Patricio - Physical synchronization
Sophy - RainbowSpaceCats,Martin - lolcats
Sophy - tumblr 1,Bruce - Textual technologies
Sophy - tumblr 1,Bruce - twitter is not your friend
Sophy - tumblr 1,Fernanda - What people are thinking
Sophy - tumblr 1,Fernanda - Viral pattern 1
Sophy - tumblr 1,Jen - twitter friends
Sophy - tumblr 1,Julia - net friends
Sophy - tumblr 1,Lauren - politics of liking things
Sophy - tumblr 1,Lauren - how we communicate, shorter
Sophy - tumblr 1,Lauren - friendtracking 1
Sophy - avatar 2,Jer - Data ownership
Sophy - avatar 2,Ramsey - google's business model 1
Sophy - information overload,Fernanda - live data
Sophy - information overload,Jen - information cave
Sophy - information overload,Jen - browsing
Sophy - information overload,Karsten - code is information
Sophy - information overload,Patricio - Information 3
Sophy - nanobots,Aaron - dreaming together
Sophy - nanobots,Aaron - progress
Sophy - nanobots,Bruce - future city 2
Sophy - nanobots,Bruce - not one cyberpunk idea
Sophy - nanobots,Bruce - 2060s (Lashup 5)
Sophy - nanobots,Bruce - A sappy Singularity
Sophy - nanobots,Julian - science fiction
Sophy - nanobots,Kevin - cognition vs computation 1
Sophy - nanobots,Patricio - Dream of eggs
Sophy - nanobots,Regine - imagining the future
Sophy - nanobots,Regine - teleportation
Sophy - nanobots,Theo - crazy researcher
Sophy - nonlinearity,Casey - Something new, totally engrossing
Sophy - nonlinearity,Karolina - Journey
Sophy - nonlinearity,Marcus - code for storytelling
Sophy - nonlinearity,Patricio - Playlist 2
Sophy - nonlinearity,Vera - Energy Flow1
Sophy - nonlinearity,Vera - having a protagonist
Sophy - nonlinearity,Vera - Accessibility through strories
Sophy - computer dream,Patricio - Play 1
Sophy - computer dream,Patricio - Dream of eggs
Sophy - techno-fungus,Kyle_CH - Modeling consciousness
Sophy - techno-fungus,Marius - cyperpunk history
Sophy - distributed culture,Aaron - exchange of ideas drives progress
Sophy - distributed culture,Binx - technoutopian
Sophy - distributed culture,Bruce - Future art
Sophy - distributed culture,Bruce - A sappy Singularity
Sophy - distributed culture,Jer - spoken word
Sophy - distributed culture,Julia - program or be programmed
Sophy - distributed culture,Julian - science fiction
Sophy - distributed culture,Karsten - parallel processing
Sophy - distributed culture,Kevin - algo culture 2
Sophy - distributed culture,Kyle_MC - Transparent tech 2
Sophy - distributed culture,Kyle_MC - shaping the direction
Sophy - distributed culture,Marcus - global conversation
Sophy - distributed culture,Marius - Thoroughly enjoying it at the moment
Sophy - distributed culture,Paola - Integrating with technology
Sophy - distributed culture,Regine - twitter, future
Sophy - distributed culture,Regine - imagining the future
Sophy - distributed culture,Regine - elitist and their gadgets
Sophy - distributed culture,Regine - looking forward to problems
Sophy - Where's the best hamburger?,JTNimoy - immersion
Sophy - Where's the best hamburger?,Maeda - Slurpies and pizza
Sophy - Strange cultures,Fernanda - What people are thinking
Sophy - Strange cultures,Jen - grouping people
Sophy - Strange cultures,Jer - spoken word
Sophy - Strange cultures,Paola - the tribe
Sophy - Strange cultures,LIA - helldotcom
Sophy - the Cloud,Aaron - different ways of communicating
Sophy - the Cloud,Bruce - Everted Cyberspace
Sophy - the Cloud,Bruce - relating to history through networks
Sophy - the Cloud,Jen - Math shapes the world
Sophy - the Cloud,Julia - feeling of kinship
Sophy - the Cloud,Karolina - Ocean as metaphor
Sophy - the Cloud,Karolina - Everything
Sophy - the Cloud,Karsten - DarkNet
Sophy - the Cloud,Kevin - Networked intelligence
Sophy - the Cloud,Patricio - Network perception
Sophy - the Cloud,Philip - in touch all the time
Sophy - the Cloud,Ramsey - biology and the internet
Sophy - the Cloud,Ramsey - the internet 1
Sophy - the Cloud,Ramsey - distributed model
Sophy - the Cloud,Golan - Network1
Sophy - the Cloud,Golan - Network2
Sophy - Evolution,Bruce - Age of the universe, really weird
Sophy - Evolution,Joel - scale of universe
Sophy - Evolution,Patricio - Building Universes 2
Sophy - Evolution,Ramsey - Conway 2
Sophy - Evolution,Ramsey - emergence from simple rules
Sophy - Evolution,Ramsey - New Kind of Science
Sophy - Evolution,Theo - evolution
Sophy - Evolution,Joel - scaleofUniverse
Sophy - made of photons,Andres - camera distorts reality
Sophy - made of photons,Elliot_UK - 2D vision in a 3D world
Sophy - made of photons,Fernanda - seeing patterns 2
Sophy - made of photons,Kevin - no consequences 2
Sophy - made of photons,Kevin - Tools of perception
Sophy - made of photons,Kevin - human perception
Sophy - made of photons,Lauren - altering reality of users
Sophy - made of photons,Patricio - Reality
Sophy - made of photons,Philip - understanding through physics
Sophy - made of photons,Philip - bits and bytes
Sophy - made of photons,Damion - HumanChemicalMachine
Sophy - city,Julian - city as operating system
Sophy - city,Ramsey - social computer
Theo - inspired by nature,Martin - data revleation
Theo - inspired by nature,Martin - birds eye view
Theo - inspired by nature,Shiffman - a mystical quality
Theo - inspired by nature,Shiffman - how far could we get?
Theo - relating to nature,Nervous_Jessica - Why is it beautiful
Theo - relating to nature,LIA - PatternsIntheBrain
Theo - funky forest,Bruce - Popular installation art
Theo - funky forest,Patricio - InteractiveTable 1
Theo - funky forest,Shantell - Kids
Theo - Kids interacting,Golan - instruments
Theo - Kids interacting,Golan - Play
Theo - Kids interacting,Maeda - playful systems
Theo - Kids interacting,Maeda - reactive square
Theo - Kids interacting,Patricio - Theory of Play 1
Theo - Kids interacting,Patricio - Building Universes 1
Theo - Kids interacting,Shantell - Kids
Theo - Kids interacting,Intro - interactivity1
Theo - Kids interacting,LIA - TinyButtons2
Theo - leaving a mark,Golan - my mother the abstract painter
